Latitude,Longitude,Title
151.011468,-33.953227,Araucaria heterophylla   2HD TJP TTD GTH
151.031707,-33.958329,Tristaniopsis laurina   2XV FMR AU2 239
151.011428,-33.953221,Callistemon viminalis   MZO KCZ M8Q B53
151.031579,-33.958308,Callistemon sp.   YO2 4QD BSV R72
151.031417,-33.95846,Callistemon viminalis   6GY 2VC 1TC HOC
151.031386,-33.958588,Callistemon viminalis   RG8 4XN B5G OYR
151.031339,-33.958766,Callistemon viminalis   KPA AP8 UF3 H1J
151.011813,-33.953485,Tristaniopsis laurina   R2V XCM 9CS NQM
151.01176,-33.953771,Tristaniopsis laurina   MCW UHS CND 7U5
151.031269,-33.95917,Callistemon viminalis   2NZ 9NW MEF HMS
151.031241,-33.959286,Melaleuca sp.   QEY N2J 8N2 KWW
151.031182,-33.959594,Callistemon viminalis   S1A Y4S KMP 4XF
151.011226,-33.954008,Unident / evergreen / Native   1YM NB7 JTH JH2
151.031066,-33.959686,Callistemon viminalis   3DM ZGU ZH5 QF5
151.011372,-33.954016,Unident / evergreen / Native   BAS PCJ DQU V45
151.031159,-33.959173,Other species (Native & Evergreen)   6DX XUK AAA KJZ
151.031176,-33.959032,Callistemon viminalis   7K5 NAW VQS 8WN
151.031893,-33.955328,Callistemon viminalis   ETA QDN H63 WKA
151.031212,-33.958876,Callistemon viminalis   122 PVJ XS6 D1V
151.031671,-33.955489,Callistemon viminalis   S5N 1QE JXB UBY
151.031236,-33.958737,Callistemon viminalis   TNS XFN TJY 196
151.030789,-33.956123,Callistemon viminalis   J69 WHX M4K KAV
151.030685,-33.956168,Syzygium sp.   41Q GJO EAZ 9XV
151.031279,-33.958574,Callistemon viminalis   239 QG7 Y6Z 19O
151.03058,-33.956249,Syzygium sp.   HSW 8A7 K8J R1H
151.030425,-33.956353,Callistemon viminalis   GE8 D7E UM3 W1C
151.031309,-33.958431,Callistemon viminalis   C6D PJ7 T4P FEX
151.030325,-33.956424,Callistemon viminalis   TMZ NCG 8JU NQ6
151.031193,-33.958254,Callistemon viminalis   KCJ NJ7 P8N EHH
151.031065,-33.95824,Callistemon viminalis   URE 86E 493 ZZN
151.029707,-33.956854,Callistemon viminalis   78G 6G3 Q17 QPO
151.029521,-33.956998,Callistemon viminalis   S7J U7U QBP W3B
151.03094,-33.958224,Callistemon viminalis   N8T CM9 GKF 62X
151.029112,-33.957279,Callistemon viminalis   U1U C11 322 M5M
151.030766,-33.958194,Callistemon viminalis   47U VUJ 1KU M5G
151.030595,-33.95818,Tristaniopsis laurina   J4E W6Q N9Y WGB
151.028802,-33.9575,Callistemon viminalis   NSK YXB 2QA TKF
151.028581,-33.95764,Callistemon viminalis   N92 RHS Y9S 9J3
151.030473,-33.958152,Callistemon viminalis   1NM GWY JAW 4AC
151.028859,-33.95781,Tristaniopsis laurina   U1W X58 HM3 RPA
151.029267,-33.957868,Tristaniopsis laurina   GRD Q1B BKU EBV
151.030327,-33.958333,Callistemon viminalis   XRM ACE CTB QCW
151.029444,-33.958017,Tristaniopsis laurina   MQC JXR KY5 JDY
151.028939,-33.957826,Callistemon viminalis   RNX 1PT KTO 4XV
151.030308,-33.958426,Callistemon viminalis   4C6 BKD 79S K8G
151.029097,-33.957851,Callistemon viminalis   RR2 72R 6JR M3B
151.028524,-33.957893,Callistemon viminalis   Y3E 2JQ TDO VJT
151.028687,-33.957913,Callistemon viminalis   BE1 R69 626 YE6
151.030187,-33.958419,Callistemon viminalis   14T BQP KVK BSB
151.028822,-33.957934,Callistemon viminalis   Y67 67R KNR JZN
151.028953,-33.957953,Callistemon viminalis   WTP WKW SN8 2KE
151.03021,-33.958314,Callistemon viminalis   5Z1 NNH 3G8 YUA
151.029172,-33.957984,Callistemon viminalis   7DK 5X7 28Q 1QX
151.029289,-33.957986,Callistemon viminalis   QOD 27Y NKP OMT
151.029432,-33.957911,Callistemon viminalis   64S HRY N9R O2M
151.0296,-33.957924,Callistemon viminalis   GFM C91 98D TQ9
151.029713,-33.957942,Callistemon viminalis   OBG 2ZZ D5T MFH
151.029876,-33.957952,Callistemon viminalis   G6K 28A QYX 934
151.030005,-33.957968,Callistemon viminalis   WF6 QQD 3D7 KXC
151.030182,-33.957992,Tristaniopsis laurina   DER M2E VTR RVU
151.029572,-33.958045,Callistemon viminalis   V8J VNU Z22 15P
151.029721,-33.958055,Callistemon viminalis   N9E E8C 2DK F9Z
151.029867,-33.958081,Callistemon viminalis   CS8 EGE BM3 24G
151.012191,-33.95511,Callistemon viminalis   VRT E4O KC1 CER
151.012155,-33.955294,Callistemon viminalis   CJ8 VKT F6A J1M
151.030044,-33.958096,Callistemon citrinus   A4Q QKK NRE 5WC
151.012029,-33.955961,Callistemon viminalis   HRF DSA YRV 1JT
151.011994,-33.956172,Callistemon viminalis   B15 CW2 3SA T1V
151.011974,-33.956293,Quercus palustris   EC8 D3U KJJ ZE1
151.011953,-33.95638,Callistemon viminalis   3V9 UB2 GVU 3CB
151.011923,-33.956722,Callistemon viminalis   Y22 XOF 87M 1FW
151.012273,-33.957049,Callistemon viminalis   HDA DMA NXR UCN
151.012462,-33.956981,Callistemon viminalis   W29 DX5 AHX GR1
151.012761,-33.956852,Callistemon viminalis   Q16 XFD TPH KW8
151.012923,-33.9567,Callistemon viminalis   1XO WH4 RR5 R8B
151.012947,-33.956642,Callistemon viminalis   63C EMC 7F3 T1K
151.012985,-33.956587,Callistemon viminalis   P23 BWT QNY O1S
151.013104,-33.956046,Callistemon viminalis   THW MXB K5R 3C4
151.013122,-33.955909,Callistemon viminalis   UOF PCG BYM 9UE
151.013198,-33.95546,Tristaniopsis laurina   O56 CES EOM 2A2
151.013249,-33.955274,Callistemon viminalis   Z7V CRU UTZ EAA
151.013264,-33.955131,Callistemon viminalis   MNY EAN ZDB DWP
151.013179,-33.954992,Callistemon viminalis   KA6 HNH 153 1NT
151.013016,-33.95497,Eucalyptus sp.   KNN DYM 4QA RTW
151.012892,-33.954952,Callistemon viminalis   PTT YN4 FEB 38N
151.012774,-33.954933,Callistemon viminalis   XWJ OC8 R8U Q1V
151.03111,-33.959961,Callistemon viminalis   1WH QDG 53E KHK
151.031202,-33.959839,Callistemon viminalis   QP7 FE5 CU2 6EE
151.030995,-33.959968,Callistemon viminalis   AND 5BH 27G PGZ
151.030978,-33.960068,Callistemon viminalis   9KE VTD WS3 M8E
151.016673,-33.952796,Eleaocarpus reticulatus   5TR 4U3 W44 XQQ
151.030938,-33.960259,Callistemon viminalis   RDU 36E G8U T62
151.016544,-33.952795,Eleaocarpus reticulatus   GOV 62F 664 OKN
151.031088,-33.96008,Callistemon viminalis   TCF HVQ JV7 O2A
151.016252,-33.952791,Eleaocarpus reticulatus   K6F HRK MWO YO8
151.031151,-33.960547,Callistemon viminalis   FOP J1W BR5 VQS
151.016025,-33.952806,Eleaocarpus reticulatus   C4J 6YM 8N1 ETD
151.031511,-33.960557,Syzygium sp.   QYJ 4J9 U1U UBV
151.015947,-33.952813,Eleaocarpus reticulatus   R6K 3GD 38M 34H
151.031595,-33.960632,Tristaniopsis laurina   93M PC9 847 9HB
151.030307,-33.957847,Callistemon viminalis   DD8 EXO 6V6 VBY
151.031456,-33.960731,Callistemon viminalis   GHG BYD DYK 6XV
151.03032,-33.957778,Callistemon viminalis   CUZ F3H Y8Z J3D
151.030366,-33.957588,Callistemon viminalis   78P XYK OV4 65Y
151.03037,-33.957502,Callistemon viminalis   SQO CGM AC6 UDZ
151.031279,-33.960662,Callistemon viminalis   X23 4ZE 87Q O73
151.030407,-33.957325,Callistemon viminalis   W18 311 ZZR 1WA
151.015429,-33.952904,Melaleuca linariifolia   BRF XQ9 6EY R3C
151.030434,-33.957881,Callistemon viminalis   9J1 J16 CZU BE8
151.030447,-33.957771,Callistemon viminalis   PMR ZFE JZN 4JV
151.031127,-33.960643,Callistemon viminalis   HX7 EFA 77M XRY
151.03049,-33.95759,Callistemon viminalis   X5J P3K BZ5 6KR
151.030537,-33.957374,Callistemon viminalis   JAB FPC BX9 7QA
151.015343,-33.952912,Eucalyptus sp.   JBG 7FQ 1Y4 6BK
151.030574,-33.957249,Callistemon viminalis   PQX M5R ZP5 56M
151.030915,-33.960606,Callistemon viminalis   18F 84Y 6P1 T6U
151.03059,-33.957167,Callistemon viminalis   YO6 R1H YTT 855
151.015302,-33.95292,Eucalyptus sp.   E2H F1C EB6 XR8
151.030437,-33.957151,Callistemon viminalis   FW6 H7F P6A YDQ
151.030748,-33.960589,Callistemon viminalis   OB2 QZQ OCK VRV
151.015239,-33.95292,Eucalyptus sp.   B1D BR3 34Z 9XR
151.030452,-33.957014,Callistemon viminalis   O29 RO4 W5A FEV
151.03062,-33.960573,Callistemon viminalis   S9X BRG ZB9 6SE
151.030647,-33.956907,Callistemon viminalis   12E FPE PT6 O81
151.030655,-33.956769,Tristaniopsis laurina   Q2J SYU V54 1N9
151.030415,-33.960543,Leptospermum petersonii   SHV B71 NCH J5O
151.030566,-33.956458,Callistemon viminalis   MKG HOB STZ S9G
151.030532,-33.956649,Callistemon viminalis   7SH W8S BTD 4OK
151.029482,-33.960421,Callistemon viminalis   DQ1 8RH S93 MV9
151.014942,-33.952885,Waterhousia floribunda   82J GQR 6PD T5J
151.03174,-33.956803,Callistemon viminalis   HTG 9Q3 7VN KBN
151.015066,-33.952986,Cupaniopsis anacardioides   6E9 Q6B EZE NF5
151.031704,-33.957059,Callistemon viminalis   XYR CET AFW VG3
151.031621,-33.956804,Callistemon viminalis   QQ6 6XU FGF 3N7
151.031605,-33.95692,Callistemon viminalis   31V 4S3 KEW 8QK
151.015037,-33.953117,Waterhousia floribunda   QWG J3K EZQ EYO
151.031571,-33.957057,Callistemon viminalis   2BE 3CO 9PV JVX
151.015031,-33.953194,Waterhousia floribunda   RYW OP6 SSU JN1
151.031546,-33.957186,Callistemon viminalis   34A PZF 1K8 TKC
151.028703,-33.960303,Callistemon salignus   FF1 S5G MTD 5WB
151.015021,-33.95325,Waterhousia floribunda   2MD SX6 HO5 YR5
151.015019,-33.953299,Waterhousia floribunda   WWR 7UM 9RQ W33
151.031554,-33.957128,Unident / deciduous / Exotic   NNQ Y7O 3KM EMO
151.015015,-33.953343,Waterhousia floribunda   CTO G7R 5SP OUT
151.028495,-33.96028,Callistemon viminalis   ADB 58H AZ7 2DW
151.01501,-33.953391,Waterhousia floribunda   7A1 GZW 3Q5 W5R
151.031535,-33.957212,Unident / deciduous / Exotic   CRZ CVK 4CZ 2XA
151.015004,-33.953436,Waterhousia floribunda   5G2 ZBB NG2 C9J
151.031549,-33.957152,Olea europaea   G42 GZT YON O78
151.031532,-33.957242,Callistemon viminalis   46J R8D H2K NCS
151.014999,-33.953487,Waterhousia floribunda   YUQ 7WB EFV NNR
151.031693,-33.957189,Callistemon viminalis   CJ9 U2B 7HM O2R
151.014991,-33.95353,Waterhousia floribunda   AKX OA8 QX2 KN1
151.031652,-33.957293,Callistemon viminalis   G4B KK8 YXQ VDT
151.014992,-33.953602,Unident / evergreen / Native   63O SBE GO4 FPM
151.03163,-33.957435,Callistemon viminalis   MMF THY MRS WZQ
151.028194,-33.960099,Callistemon viminalis   33Q 756 ZW5 1CA
151.031616,-33.957515,Callistemon viminalis   JBG WOB RN5 W84
151.02831,-33.960112,Other species (Native & Evergreen)   3TZ 3NM 5Z5 FPP
151.02845,-33.960126,Jacaranda mimosifolia   SZU DWW AFQ JHP
151.028516,-33.960137,Lophostemon confertus   X64 WCW BMN 58K
151.031495,-33.957379,Callistemon viminalis   4RZ EFS 7RC WVM
151.014901,-33.953646,Pyrus ussuriensis   5OP F6Z VY7 JKN
151.014847,-33.953644,Pyrus ussuriensis   2W9 EJH 64F XHZ
151.031461,-33.957504,Callistemon viminalis   ONT S11 3K3 UD3
151.029021,-33.960207,Callistemon viminalis   TTW 15R Y3Y WJ4
151.014715,-33.953633,Pyrus ussuriensis   YVT 2XF K43 JMY
151.014655,-33.953627,Pyrus ussuriensis   2QK UTH GVD N9T
151.031464,-33.957612,Callistemon viminalis   QZR ZPB N48 V1F
151.02936,-33.960253,Callistemon viminalis   9AN KZB GDG Q74
151.014419,-33.953648,Magnolia grandiflora   QZB KUN WNM YKN
151.031428,-33.957752,Callistemon viminalis   SUC 2OE OAC E3G
151.031571,-33.95778,Callistemon viminalis   UYM HXF DCT G1Y
151.03154,-33.957877,Callistemon viminalis   QFY GRO ACP 6C6
151.031398,-33.957929,Olea europaea   VHB RO4 SO9 4W5
151.031382,-33.958035,Olea europaea   992 45V EOH H9Y
151.014383,-33.95378,Cupaniopsis anacardioides   MGZ OQ5 P44 5JV
151.014373,-33.9538,Cupaniopsis anacardioides   A9A DEJ YOO 5JT
151.014372,-33.953821,Cupaniopsis anacardioides   5SB QZT CDD 6C1
151.014368,-33.953844,Cupaniopsis anacardioides   6TT 61Q 9KB RAV
151.029879,-33.960325,Jacaranda mimosifolia   36N OBA 721 BM5
151.015137,-33.953664,Eucalyptus sp.   2HE NKF O7A GPV
151.015293,-33.953688,Eucalyptus sp.   WMF 52N SEX 39U
151.030086,-33.960356,Callistemon viminalis   Z1N HK7 PTH SD1
151.015432,-33.953684,Eucalyptus sp.   Z9A UJT VC6 CDN
151.030243,-33.960381,Callistemon viminalis   E1V 9TE XO8 BKC
151.030372,-33.960401,Callistemon viminalis   XMF HJZ J6Z TER
151.030599,-33.960448,Callistemon viminalis   X28 FCK Q2A US6
151.015129,-33.952756,Pyrus ussuriensis   3XA 77Z GTE 3J1
151.015068,-33.952753,Pyrus ussuriensis   MEE 6JP EC6 AVG
151.015009,-33.952761,Pyrus ussuriensis   X15 Q71 APE 9M6
151.014935,-33.952755,Pyrus ussuriensis   AD8 S6W H45 SW9
151.014877,-33.952754,Pyrus ussuriensis   WTV Y9G 597 FM5
151.014808,-33.952753,Pyrus ussuriensis   Z76 BYO RJQ 1D7
151.028654,-33.960038,Callistemon viminalis   Z3R 74P WDQ YVK
151.015379,-33.952768,Pyrus ussuriensis   EM3 RM9 DWH O9D
151.03292,-33.956622,Lophostemon confertus   AM2 9WJ RC2 NQJ
151.028763,-33.960064,Tristaniopsis laurina   MA7 GBF GOJ 4FZ
151.015601,-33.952732,Pyrus ussuriensis   6QM 8CF J3J 9GN
151.032894,-33.956742,Lophostemon confertus   1Z2 ND8 Z1E SQT
151.015666,-33.952715,Pyrus ussuriensis   BZ1 FU7 WNO 3P1
151.028772,-33.960009,Tristaniopsis laurina   7Z4 JHH QHA F1E
151.032868,-33.956847,Lophostemon confertus   OJ7 XV9 PZS QJ3
151.015734,-33.952704,Pyrus ussuriensis   K4D SX6 5PD YPO
151.032761,-33.956623,Lophostemon confertus   VQY TF1 2CR HTD
151.028799,-33.9599,Melaleuca quinquenervia   W6V 5UU DD9 JUW
151.032743,-33.956665,Lophostemon confertus   PS5 298 JP3 68D
151.028863,-33.95973,Callistemon viminalis   9BC DP8 DMK 6KB
151.0327307,-33.95674196,Lophostemon confertus   Z35 AXP BT2 R41
151.016534,-33.952626,Eleaocarpus reticulatus   PPD KD2 VZK WRE
151.032706,-33.956825,Prunus sp.   RYZ 9N3 RGU HTE
151.016598,-33.952619,Eleaocarpus reticulatus   G1G JY6 MEC X74
151.032698,-33.956847,Prunus sp.   5H4 772 SCC Z76
151.016662,-33.952619,Eleaocarpus reticulatus   8Z1 GZF 2B4 OJN
151.032714,-33.956864,Prunus sp.   QF5 9FU AS9 HNU
151.032667,-33.957059,Lophostemon confertus   4K8 92S 9VX P2H
151.029087,-33.959192,Callistemon viminalis   QUM GCN Y6X WOW
151.016798,-33.952613,Eleaocarpus reticulatus   TO7 3JW 1R3 R3C
151.029124,-33.95907,Callistemon viminalis   FJ5 C3C TNX QC8
151.016869,-33.952608,Eleaocarpus reticulatus   2MQ ANO OZR SDD
151.032789,-33.957477,Jacaranda mimosifolia   DRR KFF P9E 3O4
151.016922,-33.952604,Eleaocarpus reticulatus   B64 3N8 CTV KXO
151.029139,-33.958917,Callistemon viminalis   9X5 6ET X3O CW6
151.016998,-33.952602,Eleaocarpus reticulatus   2N4 OHA V97 A6Y
151.032542,-33.957502,Lophostemon confertus   M9J 4TF EP6 AJ5
151.032572,-33.957367,Lophostemon confertus   FR7 W51 212 9QF
151.029195,-33.958785,Callistemon viminalis   4Z9 ORJ BX5 MF6
151.032643,-33.957248,Lophostemon confertus   WBM TB8 47M 51R
151.02901,-33.958764,Callistemon viminalis   WHV WJ4 GG5 A1A
151.029025,-33.95885,Callistemon viminalis   JQY 9O6 8KF ZV8
151.028947,-33.959452,Callistemon viminalis   5FJ FGU 4F5 P63
151.028745,-33.959698,Callistemon viminalis   C73 Z2U EMA Z2P
151.028692,-33.959885,Callistemon viminalis   F97 7Y7 F9X BEH
151.027622,-33.960265,Callistemon viminalis   422 UAZ JQ4 GH2
151.02758,-33.960515,Callistemon viminalis   7Y5 GAN SFW KR1
151.027525,-33.960707,Callistemon viminalis   PT5 59C Z8B PWA
151.02751,-33.960811,Syzygium sp.   86C 9R3 BJO TW1
151.028145,-33.952422,Eucalyptus sp.   YOV KE1 WY3 QKR
151.028237,-33.952461,Callistemon viminalis   F6Z 3KZ UD7 J1X
151.028869,-33.952336,Eucalyptus sp.   BRY WKF R53 KUN
151.028586,-33.952501,Eucalyptus viminalis   CPY UA6 9AD 326
151.028445,-33.952599,Eucalyptus sp.   4U3 E96 HGP Y1J
151.028764,-33.952409,Syzygium sp.   ODB AUD S8O 5UX
151.028571,-33.961133,Other species (Native & Evergreen)   6J2 PX5 7RY 4QN
151.02877,-33.952513,Eleaocarpus reticulatus   HU1 7SM DOJ H7E
151.028707,-33.961182,Callistemon viminalis   OO5 JHD NQE XHX
151.028671,-33.952577,Eleaocarpus reticulatus   P7G 17G XW1 HJ6
151.028416,-33.952722,Eleaocarpus reticulatus   VBD MCZ 9ME DYW
151.02903,-33.961235,Callistemon viminalis   KBA COX Q6K H84
151.028318,-33.952717,Eleaocarpus reticulatus   QYK BJB 6FT G9D
151.029146,-33.961246,Callistemon viminalis   5WK R7A 5RG W18
151.021475,-33.960396,Callistemon viminalis   V1Y 9OB UQ1 3OK
151.021454,-33.96047,Callistemon viminalis   UAP E2N 7HT P3R
151.021433,-33.960585,Eucalyptus crebra   JF1 7WN OMX RN5
151.021352,-33.960992,Callistemon viminalis   Q3M WFT 2NB 3OY
151.021316,-33.961151,Callistemon viminalis   8HU OD5 EO8 5YT
151.02128,-33.961296,Eucalyptus crebra   H4F YK3 U7V 9GR
151.030162,-33.958617,Callistemon viminalis   U7J U9Z PE8 5NR
151.021171,-33.961849,Tristaniopsis laurina   EAY OC2 1XF 4AF
151.021088,-33.962227,Eucalyptus crebra   28R 89C FB7 3PT
151.0211,-33.962199,Pyrus ussuriensis   X36 TA3 WGH EHM
151.021085,-33.962258,Pyrus ussuriensis   76Z 2VF B1S ZFK
151.021069,-33.962372,Eucalyptus sp.   Y5J JN2 YOU E2E
151.029295,-33.96127,Callistemon viminalis   F2U GBH N5X 18J
151.021033,-33.96251,Tristaniopsis laurina   5QN WUM JMW SCW
151.020985,-33.96279,Tristaniopsis laurina   VW3 2FZ S56 9K5
151.030006,-33.961367,Callistemon viminalis   6CD DSH 73Q E5O
151.020961,-33.962902,Jacaranda mimosifolia   6FT 2SX CGW 4Q4
151.020879,-33.963284,Eucalyptus crebra   4MP HXM HPF PWJ
151.020838,-33.963439,Tristaniopsis laurina   POT NOK EHA B72
151.03027,-33.958627,Callistemon viminalis   WMX AP3 VCD BCC
151.030252,-33.958863,Callistemon viminalis   YGX CCW 1DU 439
151.020982,-33.963454,Tristaniopsis laurina   BMJ OOZ RCK ADU
151.030528,-33.96144,Callistemon viminalis   KN3 6Z9 1K7 3SV
151.021007,-33.963344,Tristaniopsis laurina   CTY D14 QY7 V1U
151.030228,-33.959021,Callistemon viminalis   PZR G9V 1ZS VAZ
151.030139,-33.958728,Callistemon viminalis   Z67 H8Y 74U GP8
151.030827,-33.961478,Callistemon viminalis   6W1 MMR 8J9 OJR
151.030096,-33.958874,Callistemon viminalis   PM7 15K HQV X7T
151.021017,-33.963298,Ulmus parvifolia   4DH YKA ZJE AVA
151.021044,-33.963178,Tristaniopsis laurina   1ED ACB 85T 22R
151.030713,-33.961595,Callistemon viminalis   ZO6 TTZ EMM HKH
151.030045,-33.959121,Callistemon viminalis   SU8 UCS PNZ KD7
151.030174,-33.959136,Callistemon viminalis   14Z GD1 1UR WNN
151.030147,-33.959254,Callistemon viminalis   JSN G71 NA3 F6X
151.030585,-33.961577,Callistemon viminalis   VJJ 7GU 28R P1E
151.030123,-33.959355,Callistemon viminalis   4WP O77 YCZ CNE
151.029581,-33.961434,Callistemon viminalis   EBT D7D KCZ 2C6
151.030118,-33.959487,Callistemon viminalis   YWC UKY RHE CPE
151.030127,-33.959544,Callistemon viminalis   2Y8 5SH DZM 8XZ
151.029953,-33.959646,Callistemon viminalis   V3W EG5 E7G 3O9
151.029961,-33.959472,Callistemon viminalis   692 31S UYT 7X4
151.030037,-33.959226,Callistemon viminalis   4OE 6VB KTV 4JD
151.021775,-33.958946,Eucalyptus crebra   U9C M93 S39 6O7
151.029012,-33.961362,Callistemon viminalis   4TO 8BC BAK FBM
151.021725,-33.959221,Callistemon viminalis   ZAO YS8 CQA PA4
151.021706,-33.959348,Callistemon viminalis   3KU BSM DPC CSQ
151.021679,-33.959493,Tristaniopsis laurina   DD2 J6M 79J X1W
151.021651,-33.959613,Eucalyptus crebra   VVF ZFG B4N YR2
151.021563,-33.960019,Eucalyptus crebra   FJ4 NT8 PHT B54
151.031206,-33.95814,Callistemon viminalis   MWW AW6 8AP SJ2
151.031071,-33.958123,Callistemon viminalis   SY2 G96 3EC B2M
151.030949,-33.958099,Callistemon viminalis   UQR FAM SM8 FE7
151.030694,-33.958064,Callistemon viminalis   DSK E2Z 9U1 1W2
151.036905,-33.956192,Callistemon viminalis   B4G 2KZ 3E9 XJ4
151.030517,-33.958044,Callistemon viminalis   H7M B4N MZW 273
151.036539,-33.956137,Tibouchina granulosa   BPG HOB U11 M8N
151.036365,-33.956118,Callistemon viminalis   NTJ 9M2 X41 R94
151.031592,-33.958191,Callistemon viminalis   OPC K99 8RP XHS
151.036043,-33.956061,Callistemon viminalis   JS6 3KN VOD 6SW
151.031727,-33.95821,Other species (Native & Evergreen)   ZE4 TU1 ZJC 2DH
151.035819,-33.956028,Callistemon viminalis   UVA OSW YGF C1J
151.035664,-33.956002,Callistemon viminalis   JHX 5EO OKQ CC2
151.03544,-33.955978,Callistemon viminalis   YUM KHB TG2 HOG
151.034944,-33.955901,Callistemon viminalis   R48 AGN BXY HKS
151.031848,-33.958226,Lophostemon confertus   PX5 DAV UFS S3F
151.034813,-33.955892,Plumeria acutifolia   XFA N8Z Y4Y YRP
151.031912,-33.958236,Lophostemon confertus   WCV 8N1 225 CZ7
151.034793,-33.955892,Lagerstroemia indica cv.   BX1 QMM 722 48T
151.034777,-33.955888,Nerium oleander   YXR ZRX U98 SRG
151.032023,-33.95825,Callistemon viminalis   AAJ QHE NHG CA8
151.034553,-33.95585,Callistemon viminalis   P12 7BG Y9Z QRN
151.032145,-33.958264,Melaleuca sp.   47O GF1 31O GBS
151.034274,-33.955819,Callistemon viminalis   FAK 2ET V5K W85
151.032166,-33.958267,Callistemon viminalis   9K4 FFU OW5 BYR
151.034131,-33.955798,Callistemon viminalis   N57 24V RA6 GYJ
151.03402,-33.95579,Callistemon viminalis   U55 OEJ UZ7 WEU
151.032303,-33.958278,Callistemon viminalis   XWT BTA 2R6 HGJ
151.033912,-33.95577,Callistemon viminalis   AYV OYV SDC GZB
151.033751,-33.955746,Callistemon viminalis   MQN OH4 YD6 264
151.033633,-33.95574,Tristaniopsis laurina   9Y4 TB2 ZHA HA8
151.033361,-33.9557,Tristaniopsis laurina   QDG 79T CMW 5YG
151.033222,-33.955684,Tristaniopsis laurina   28B RYF G33 2Q1
151.033512,-33.955719,Callistemon viminalis   JB8 D8K W9F YZ3
151.033098,-33.955665,Callistemon viminalis   BT7 NMU RN8 YHJ
151.016682,-33.958732,Callistemon viminalis   HGC 38P 5EW ED6
151.032979,-33.955655,Callistemon viminalis   O6T 65D QC8 BA4
151.032838,-33.955633,Callistemon viminalis   HTS AW3 ADW EZF
151.032682,-33.955618,Callistemon viminalis   DBS 9WV JJE OA5
151.016743,-33.958065,Callistemon viminalis   BP6 7D2 EV6 76F
151.032607,-33.95561,Callistemon viminalis   52T 1XT Z4O QU3
151.03246,-33.955581,Callistemon viminalis   W81 GGQ YQ1 ZK9
151.016787,-33.957714,Callistemon viminalis   U9Z E77 XRN QNO
151.032178,-33.955486,Callistemon viminalis   1PH 16Q S8M NP8
151.03207,-33.955383,Callistemon viminalis   J9H 7KM 6OC 3KF
151.032599,-33.958324,Callistemon viminalis   9YF 2ET CVU SEV
151.016829,-33.957157,Lophostemon confertus   DAZ ZYB HOQ 5YN
151.016839,-33.957042,Callistemon viminalis   HYB 89R H6T H29
151.016873,-33.956721,Callistemon viminalis   CXU ZRO GEA WTH
151.032755,-33.958343,Callistemon viminalis   Q7D S55 H6E 9P3
151.0169,-33.956337,Callistemon viminalis   UPT JJF 8J4 YA1
151.032967,-33.958372,Waterhousia floribunda   O7Y 8M8 9ET EP6
151.033089,-33.958394,Other species (Exotic & Deciduous)   8NZ E2H Z1D NO1
151.033969,-33.95684,Jacaranda mimosifolia   XM7 2BO PU9 EUV
151.033825,-33.95677,Syzygium sp.   2GN HQO FUG 5A2
151.033385,-33.958431,Callistemon viminalis   V4W KDK PMF A39
151.033802,-33.95687,Syzygium sp.   2WW FG2 MYV T9J
151.033784,-33.956965,Syzygium sp.   4CU SVV EEP A56
151.033732,-33.958482,Callistemon viminalis   M6D 3N6 7RB DFM
151.033778,-33.957002,Syzygium sp.   8PX CVH 2E7 5ZQ
151.033771,-33.957059,Syzygium sp.   49E Q5B 16A PKE
151.033853,-33.958503,Callistemon viminalis   ZQF DWU 2NY AT7
151.033707,-33.957345,Syzygium sp.   JEM 9HU TC4 U26
151.033694,-33.957468,Syzygium sp.   CRH 5FZ ZJC 395
151.033674,-33.957553,Syzygium sp.   M1A Y9X JBR DW9
151.033927,-33.957119,Lophostemon confertus   QA4 DOB Y8O 5OT
151.033916,-33.957159,Lophostemon confertus   ZAP FVU BTR 4AW
151.033914,-33.957225,Lophostemon confertus   K2A G7F KD2 NR9
151.03402,-33.958517,Callistemon viminalis   6MU D8P 5A7 RK4
151.033854,-33.957385,Lophostemon confertus   48U 4WB PU4 3CG
151.034172,-33.95854,Callistemon viminalis   2HH 4OK EXV 435
151.034402,-33.958573,Callistemon viminalis   35Z X7R JJU 7FM
151.033844,-33.957494,Lophostemon confertus   NJC JOB FAB XB3
151.033799,-33.957593,Robinia pseudoacacia   BKF OM4 QRE QAJ
151.033786,-33.957621,Lophostemon confertus   EN7 GDO MA9 JEO
151.0338,-33.957686,Lophostemon confertus   3P3 CZR 4AU C83
151.033783,-33.957762,Lophostemon confertus   F5G BS1 EAK Q3C
151.033755,-33.957836,Lophostemon confertus   98F 275 5G8 WHC
151.033655,-33.957654,Photinia x fraseri 'Robusta'   1MA DFQ COJ 99G
151.034988,-33.958646,Callistemon viminalis   9OD QBT P32 41O
151.0351,-33.958669,Callistemon viminalis   ASP KRE WFE DB3
151.035221,-33.958686,Callistemon viminalis   72K 4V5 RM4 6UH
151.035387,-33.958704,Callistemon viminalis   4MM YOW 15X W2R
151.010449,-33.955811,Callistemon viminalis   9H9 XED QNY RHC
151.035535,-33.958725,Callistemon viminalis   RGE J38 YXO JGD
151.010407,-33.956052,Syzygium luehmannii   7P4 MT4 WWQ 9ZQ
151.010379,-33.956143,Callistemon viminalis   PPQ 55W B2N KYG
151.03375,-33.957941,Lophostemon confertus   GGR UAY 7E7 NQE
